full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id
Tommy Tremble,TE,CAR,26.0,,Active,5.0,7694,,,cbee2fd3-e5f2-4316-bffd-531f1873f032
Tyshaun James,WR,,23.0,,Active,1.0,8656,,,4afcff10-cc7f-11ec-8d55-87af3a9174bd
Broc Rutter,QB,,24.0,,Active,2.0,7418,,33202.0,2162bbf8-b5a1-4c8b-9a44-97efcd175592
Dexter Williams,RB,,25.0,,Active,3.0,6153,3932449.0,32026.0,a2e0f742-e608-4e29-99cd-e7cd765afba1
Daniel Jackson,WR,,23.0,,Active,1.0,13053,,,ba758140-255b-11f0-9086-8b7ff6c4841b
Tucker Kraft,TE,GB,25.0,,Active,3.0,9484,,,3a084c5f-6b9f-4703-a0c7-1566bc4b1129
Jake Haener,QB,,27.0,,Active,3.0,10215,,,70376919-8220-4128-a089-72d5b10f2346
Theo Johnson,TE,NYG,25.0,,Active,2.0,11597,,,a5d4bb1d-c130-47c2-808a-2dd1f85005fb
Hassan Hall,RB,,24.0,,Active,2.0,11270,,,25c29aa0-eaee-11ed-9987-f5ca5f2343d6
John Kelly,RB,,28.0,,Active,7.0,5076,3915381.0,31145.0,27156b0b-e82d-4d02-8a04-ca1891d77110
Braelon Allen,RB,NYJ,22.0,,Active,2.0,11576,,,d7f72deb-c1e2-47a2-b651-887f0e33dc44
Christian Powell,RB,,31.0,,Active,9.0,3556,,29492.0,8d992d52-fe0f-4188-820c-a38a52f72975
Tre Turner,WR,,,,Active,1.0,8169,,,e7642500-d3a4-11ec-96a0-c3471a31202c
Drew Anderson,QB,,26.0,,Active,3.0,6371,4040826.0,32152.0,17c30647-39b9-46c2-9ba5-599f6007fc71
Jordan Hudson,WR,DAL,22.0,,Active,0.0,13325,,,6ccf4df0-4278-11f1-bf32-6f57eb7e5833
Elijah Moore,WR,PHI,26.0,,Active,5.0,7596,,,b1935e20-6bd6-4863-8d7e-702ec403491f
Zaire Mitchell-Paden,TE,NO,26.0,,Active,4.0,8799,,,faaf7f80-d307-11ec-8b77-45b1765fd110
Garrett Wilson,WR,NYJ,25.0,,Active,4.0,8146,,,68d72fe0-79b2-4fdb-afd5-6c79676e77f3
Tyree Jackson,TE,,28.0,,Active,7.0,6040,3916564.0,32415.0,2fc1c9f1-9e85-449a-9a87-fa8203e8e8f9
Drew Estrada,WR,,25.0,,Active,1.0,8543,,,619eedb0-c968-11ec-89b7-476565ea032f
Mike Boone,RB,,30.0,,Active,7.0,5209,3139033.0,31228.0,9424475a-fba7-4bfd-b79c-f372ad28082a
Austin Ekeler,RB,,30.0,,Active,9.0,4663,3068267.0,30423.0,e5b8c439-a48a-4f83-b63b-1a4d30e04cd3
Marvelle Ross,WR,,25.0,,Inactive,2.0,7286,3939146.0,33140.0,cb617c41-2983-48c6-895e-b759db173528
Keaton Mitchell,RB,LAC,24.0,,Active,3.0,9511,,,16341d80-f01f-11ed-97df-a94b89ac5704
Kyle Rudolph,TE,,33.0,,Active,12.0,943,14054.0,24830.0,1059e9dc-97df-4643-9116-883a0573d8b1
Chris Bell,WR,MIA,22.0,,Active,0.0,13311,,,e1d2a5a1-71a9-4053-b475-8e5075cb1860
Chris Blair,WR,ATL,28.0,,Active,5.0,7521,,,9281d541-8bcb-4785-a02e-76150910898e
Penny Hart,WR,,27.0,,Inactive,4.0,5902,3917546.0,32293.0,a296f2fe-7af8-4796-b50a-28ef010d0933
Matt Cole,WR,,25.0,,Active,2.0,7352,4041703.0,33236.0,da92303d-1419-4cde-aa52-b120635f364a
Tahj Brooks,RB,CIN,24.0,,Active,1.0,12543,,,8d50af87-f6dc-42cb-a7e7-11716667a1dc
Kristian Wilkerson,WR,,29.0,,Active,6.0,7438,3910176.0,33349.0,b9a6720d-9c6f-46f2-bcee-b80550026437
Nate Boerkircher,TE,JAX,24.0,,Active,0.0,13299,,,69aa9430-b9b0-4cd9-8dd5-3a81963336de
Devon Williams,WR,,,,Active,1.0,8186,,,151059c0-c981-11ec-a1a0-57a82b503f37
Zane Gonzalez,K,MIA,31.0,,Active,9.0,4233,3043234.0,30337.0,cd0f4ef0-9914-4125-be4d-804a72350ceb
Christopher Dunn,K,,25.0,,Active,1.0,11146,,,db046ea0-e84d-11ed-b0f9-4913ed85ec87
Tyler Badie,RB,DEN,26.0,,Active,4.0,8208,,,e62678b9-9816-420f-bf86-398e7fea7063
Shaquelle Evans,WR,,30.0,,Active,8.0,1855,16811.0,27643.0,73972c5e-0ee9-4147-b0da-d0fd0f78f2f9
Nick Williams,WR,DEN,32.0,,Active,10.0,1604,16345.0,27201.0,c87f0526-a85d-439d-a447-070c66ede612
Marcus Tucker,WR,,29.0,,Inactive,6.0,3817,4012737.0,29904.0,cdd5db05-31b2-4d37-be93-cc60b6457fde
,DEF,WAS,,,,,WAS,,,
Brandon Lewis,WR,,,,Active,1.0,8908,,,999f68b0-d6f7-11ec-aa57-517890ca19ae
Blake Corum,RB,LAR,25.0,,Active,2.0,11586,,,93ba1da2-3679-4ddc-9687-0802349f9ee2
Elijah Cooks,WR,,27.0,,Active,3.0,11139,,,c2cce6c0-e841-11ed-9d79-63f6ad42423a
Keenen Brown,TE,,26.0,,Active,3.0,6389,3122421.0,32128.0,d7e8585f-8213-4810-81d5-8005ecf55e5e
J.J. Koski,WR,,26.0,,Active,3.0,7339,3910287.0,33254.0,ccf4746d-903a-4d51-8874-30953a304a84
Daniel Bellinger,TE,TEN,25.0,,Active,4.0,8225,,,42a1c03e-790e-46ba-b0d5-d304e44c02c7
Elijah Tau-Tolliver,RB,BAL,23.0,,Active,0.0,13909,,,6fe63430-4594-11f1-b9ac-57fcf0dd2ce3
Bryce Pierre,TE,,25.0,,Inactive,1.0,12959,,,23516350-2516-11f0-9fc8-5769fbfd7cbb
Lil'Jordan Humphrey,WR,DEN,28.0,,Active,7.0,5938,4039057.0,32494.0,b7f930af-ddd2-4a48-9617-96bda81b0334
Travell Harris,WR,,,,Active,1.0,8252,,,6443f5d0-d307-11ec-8b77-45b1765fd110
Marcus Sanders,WR,MIN,21.0,,Active,0.0,13619,,,626ffd90-41a2-11f1-861e-556c0beae8b9
Dalton Crossan,RB,,27.0,,Inactive,5.0,4322,2969103.0,30522.0,dbc8442c-9b94-4fe8-9c70-6d7cc1dab2fb
Kaleb Johnson,RB,PIT,22.0,,Active,1.0,12504,,,9738de9a-7626-460f-a786-28433ef70a1f
Treyton Welch,TE,NO,25.0,,Active,2.0,12079,,,07814d30-072a-11ef-ba75-176276cf11f0
Terique Owens,WR,,25.0,,Active,1.0,11925,,,d4855cb0-057f-11ef-bf97-c57510b0ddc1
Eli Wolf,TE,,24.0,,Inactive,2.0,7065,3915400.0,33007.0,71c657d6-a2d9-48f3-b6db-dd4372e910f4
Nyqwan Murray,WR,,24.0,,Active,3.0,5950,3921571.0,32636.0,b3465cdc-905a-4aef-acce-0709a3effd62
Johnny Holton,WR,,31.0,,Active,6.0,3476,3056906.0,29958.0,0ee05dd7-e99e-43c8-ba2b-0922be1d8be1
Woody Marks,RB,HOU,25.0,,Active,1.0,12474,,,b900661b-b5df-47c8-819d-bb13b106a60b
Keith Towbridge,TE,,26.0,,Active,5.0,4545,3040071.0,30603.0,e927859a-16e3-481c-8d02-4d11a3a81dee
Garrett Johnson,WR,,26.0,,Active,4.0,5637,3126329.0,31659.0,9ce95bf3-5f57-4429-bb81-720667bcdf1d
Rajion Neal,RB,,29.0,,Active,8.0,2142,17221.0,28084.0,5f0c1287-c7cf-4427-99ca-179fd0f1b948
Garrett Hudson,TE,,26.0,,Active,4.0,5750,3074230.0,31746.0,72fe03ff-a2f2-4c91-9d1b-149b4778c20d
Cody Schrader,RB,DEN,26.0,,Active,2.0,11644,,,70c949c0-057f-11ef-ae83-716cc96c95b8
Thomas Ives,WR,CHI,25.0,,Inactive,3.0,6465,3909300.0,32256.0,422f272f-ca71-4fd2-a37a-d1e323c2728b
JuJu Smith-Schuster,WR,NYG,29.0,,Active,9.0,4040,3120348.0,30175.0,9547fbb1-0d4f-4d9e-83b9-e2fa30463bb9
Skylar Thompson,QB,BAL,29.0,,Active,4.0,8206,,,5ba2c367-a293-4d83-9268-a0e392ebca1a
Darius Bradwell,RB,,25.0,,Active,2.0,7316,4040640.0,32975.0,06f3e98d-7d73-4007-b673-4a74ed72bda3
British Brooks,RB,HOU,26.0,,Active,2.0,12171,,,2ef88b80-07cf-11ef-96cf-876a6c13e638
Tanner Morgan,QB,,24.0,,Active,1.0,11214,,,518e4740-e767-11ed-91b5-0b3234b1a16c
Russell Gage,WR,,29.0,,Active,7.0,5110,3115378.0,31164.0,4501e6f4-4683-4357-b241-8b4a0b6aae81
Michael Walker,WR,,25.0,,Active,3.0,6363,3915296.0,32101.0,019f8019-2a29-4131-b6fb-ea32568c1fc8
Tyreek Hill,WR,,31.0,,Active,10.0,3321,3116406.0,29399.0,01d8aee3-e1c4-4988-970a-8c0c2d08bd83
Tim Jones,WR,JAX,28.0,,Active,5.0,8013,,,b4dadef6-a938-4b34-b83c-b64d4a297e02
Blake Jarwin,TE,,27.0,,Active,5.0,4571,2991767.0,30784.0,43e8a6ac-d451-4dbd-b145-797764f91494
Isaiah Neyor,WR,GB,25.0,,Active,1.0,13074,,,bf89ef00-2573-11f0-9c8e-d9b9894b443c
Wayne Ruby,WR,,24.0,,Active,1.0,12198,,,8890d190-07d7-11ef-9d7c-bdefe4427560
Haynes King,QB,CAR,25.0,,Active,0.0,13415,,,aa915c40-419d-11f1-aa00-ebd45e534754
Easton Stick,QB,IND,30.0,,Active,7.0,6185,3120590.0,31998.0,af291d43-a51f-44ce-b8ac-430ec68c78c8
David White,WR,,25.0,,Active,1.0,12224,,,96467d20-07e2-11ef-b227-fd8634559ae4
Raphael Leonard,WR,,24.0,,Active,3.0,6361,4250570.0,32093.0,f33f7018-0ee3-4264-9df3-a88e5d09f181
Jordan Leggett,TE,,26.0,,Inactive,5.0,4153,3045118.0,30263.0,bea00842-e4db-4955-857a-ea8d4a0e215b
,DEF,LAC,,,,,LAC,,,
Cephus Johnson,WR,,24.0,,Active,1.0,11081,,,b89efd10-e75f-11ed-a29e-ab97a2d330b9
Peyton Hendershot,TE,,25.0,,Active,3.0,8197,,,944893b0-d30e-11ec-8b77-45b1765fd110
A.J. Ouellette,RB,,26.0,,Active,3.0,6664,3126072.0,32597.0,35d4b581-a090-4e15-be33-140485a8fb1d
Mike Evans,WR,SF,32.0,,Active,12.0,2216,16737.0,27535.0,c48c21d9-0ae5-478c-ad34-30a660cfa9b8
Tutu Atwell,WR,MIA,26.0,,Active,5.0,7562,,,7dc49535-f9dd-44b0-94f2-08ac6470130b
LeVante Bellamy,RB,,25.0,,Active,2.0,6959,3916721.0,32926.0,53022661-b6bb-481b-9ce8-b603e521925f
Paul Browning,WR,,32.0,,Active,10.0,2674,3059606.0,29035.0,88e7059b-3624-4b9a-bbbe-abca05229fff
Tyler Adams,WR,,25.0,,Active,1.0,11357,,,8fcb8490-edd5-11ed-9a10-8d6523c0d802
Tommy Stevens,TE,NYG,25.0,,Active,2.0,7149,3791110.0,32910.0,93a1f2fd-fd5e-4b06-8086-476028d83eed
Nolan Givan,TE,,,,Active,1.0,8817,,,7e2d75a0-d322-11ec-8b77-45b1765fd110
Tyler Allgeier,RB,ARI,26.0,,Active,4.0,8132,,,f4529909-1a02-4f4b-a1f3-315cad100683
Josh Smith,WR,,27.0,,Inactive,4.0,5762,3044726.0,31760.0,595ed8a9-5533-4bd0-8f3c-a4c3e9a021f8
Jimmy Horn,WR,CAR,23.0,,Active,1.0,12523,,,f15872a6-7bc1-41e4-a2cd-0a2fbc432bf7
William Fuller,WR,,27.0,,Active,6.0,3157,3052876.0,29255.0,095e0c1a-0bea-4bc6-868f-e4bbe2ce6c30
Michael Trigg,TE,DAL,24.0,,Active,0.0,13401,,,6bff41b0-4191-11f1-9de2-13456d982f5a
Julius Chestnut,RB,TEN,25.0,,Active,4.0,8254,,,873860f0-cca2-11ec-9e80-cff885fdbae7
Layne Pryor,TE,HOU,23.0,,Active,1.0,13261,,,ef304ef0-c007-11f0-a6e1-bfddd1dcec26
Nikola Kalinic,TE,CHI,29.0,,Active,4.0,8107,,,6aed0540-7ec8-11ec-8905-19cf1c3e187f
Shae Wyatt,WR,,24.0,,Active,1.0,11172,,,09593960-e8f4-11ed-a87e-8f630cb764ac
RJ Harvey,RB,DEN,25.0,,Active,1.0,12489,,,fc6dbb83-b2b1-4962-b793-e79b2378b525
Trey Griffey,WR,,27.0,,Active,5.0,4324,2971233.0,30524.0,965e0b5e-47f2-4a99-95d8-e129f112a073
Alex Quevedo,K,,24.0,,Active,1.0,10858,,,f792a8f0-9dc7-11ed-be0f-0b7455de8024
Luke Stocker,TE,,33.0,,Active,11.0,963,14099.0,24891.0,5b712aed-201c-43dd-b978-b7b6ef91178e
Ja'Marcus Bradley,WR,,26.0,,Inactive,3.0,7244,3917569.0,33302.0,f1236815-5ed7-4bab-808f-700c4516fd7d
Kenny Lawler,WR,,27.0,,Active,6.0,3398,2978201.0,29477.0,bd0d16ba-cb86-4f49-8064-bb17cedef96b
Mikah Holder,WR,,25.0,,Active,4.0,5294,3139946.0,31401.0,7126e287-8c89-4204-b565-433eee67db48
Devine Redding,RB,,25.0,,Active,5.0,4519,3128267.0,30703.0,414b95e9-e7e0-4ede-aef6-b0825ddda611
Russell Shepard,WR,,31.0,,Active,9.0,1333,16227.0,27055.0,6195ddc9-ab2b-469a-b824-a890736d6db7
David Fales,QB,,31.0,,Active,8.0,2106,16821.0,27711.0,eab69ec2-9cba-4783-8260-cf99121ed2c8
Jason Huntley,RB,,25.0,,Active,3.0,7107,4040790.0,32842.0,632f863e-ad20-424f-a468-7ee40c098c2c
Dylan McDuffie,RB,,24.0,,Active,1.0,12283,,,a8a18f20-0c72-11ef-bff8-11a1c07ca216
Justin Rohrwasser,K,,25.0,,Inactive,2.0,7121,3913295.0,32829.0,f8788fca-16b2-4214-b0a4-1bacff5e9fcd
Jerick McKinnon,RB,,32.0,,Active,10.0,2161,16782.0,27624.0,f77479d7-51a5-41f9-8924-69526dd078cd
Bailey Zappe,QB,NYJ,27.0,,Active,4.0,8157,,,14926860-abef-45a9-b8f6-e66103ca6029
Velus Jones,WR,SEA,29.0,,Active,4.0,8223,,,318b263d-8910-4e46-afe3-5860092ab260
Lirim Hajrullahu,K,,32.0,,Active,2.0,7094,4682912.0,32668.0,5a09de36-5fac-4053-b3a0-2b56d2519a9b
Brian Herrien,RB,,23.0,,Active,2.0,7001,,33307.0,af366ded-5eba-4a8d-b9fe-37ace1e173f0
Frank Gore,RB,,38.0,,Active,17.0,232,8479.0,7241.0,6a2b129d-a9e5-4131-b491-82269b323f77
Marcus Peterson,WR,,29.0,,Active,4.0,5786,4370294.0,31782.0,34c21fd5-a7a0-41a5-aea4-60c8b8d5b177
Mike Weber,RB,,24.0,,Inactive,3.0,6159,3915536.0,32050.0,3f454d05-40b8-45a8-b195-ff2565b6c79e
Dominique Brown,RB,,33.0,,Active,10.0,2820,2511055.0,28781.0,52b0b58e-26c9-4d7c-a054-66bab4d700a1
T.J. Simmons,WR,,,,Active,1.0,7960,,,4145f2df-1dfe-478e-afd9-fbf5fac68490
Jared Bernhardt,WR,,25.0,,Active,1.0,8663,,,dcdfde40-cc7d-11ec-8d55-87af3a9174bd
Spencer Brown,RB,,25.0,,Active,3.0,7867,,,0fe5d2c8-9cf4-4983-b160-468362c1a23c
Hunter Long,TE,JAX,27.0,,Active,5.0,7535,,,ebc576d0-a98b-4f82-aaf9-901a3911487d
Savion Williams,WR,GB,24.0,,Active,1.0,12482,,,06fb642c-b10b-4b23-966a-13668a7c4426
Taylor Elgersma,QB,,23.0,,Active,1.0,13190,,,69325730-2f3e-11f0-85d5-b9c4bfaa75e3
Kalif Jackson,TE,MIA,,,Active,1.0,8088,,,144b61dd-de7c-4433-a3dc-606dbaa8e897
Jonathan Garibay,K,,,,Active,1.0,8812,,,f68c76d0-d314-11ec-8b77-45b1765fd110
Kurt Benkert,QB,,27.0,,Active,4.0,5142,3040535.0,31336.0,bd684ac3-89d5-4b6b-84df-2a4a9b04cae1
Kenjon Barner,RB,,33.0,,Inactive,9.0,1546,15921.0,26805.0,5ec072b3-2837-4cf1-bb4f-ecd873949626
Owen Wright,RB,,27.0,,Active,3.0,11384,,,53cbf000-f01f-11ed-97df-a94b89ac5704
Brandon Frazier,TE,,,,Active,0.0,13972,,,30232bf0-4b34-11f1-aae0-19f8646b7d0c
Eli Heidenreich,RB,PIT,23.0,,Active,0.0,13423,,,4e49c857-13bf-4156-ab13-706e4088179b
Aaron Lacombe,WR,,26.0,,Inactive,4.0,5772,3056458.0,31768.0,0d484e6b-f3ba-4cc2-84d6-6034dd1ae509
Anthony Johnson,WR,,26.0,,Active,3.0,5929,4049301.0,32482.0,e0dc9dce-fe33-4092-b6bd-6af3cbcb762e
Ryan Nall,RB,,26.0,,Inactive,4.0,5163,3127335.0,31662.0,02880089-ccba-44f0-9d6c-fe6f12d15e5b
Bryce Oliver,WR,TEN,26.0,,Active,2.0,11959,,,e88c3c70-06fa-11ef-92ba-0de371d8ef1a
John Stephens,TE,,26.0,,Inactive,2.0,11511,,,6ee21b90-f672-11ed-84b9-4745dec76369
Darrius Sims,RB,,27.0,,Active,5.0,4835,3051759.0,30945.0,75bc7279-3d6b-4a55-9bcb-ebfeedea0b63
Frank Darby,WR,,26.0,,Active,3.0,7530,,,52f8f4a4-3d70-4d43-9a3d-9f7356033f2f
Collin Schlee,QB,,24.0,,Active,0.0,13119,,,74f0d420-2629-11f0-8e76-75173603aaa7
Lynn Bowden,WR,,26.0,,Active,4.0,6909,4259979.0,32750.0,bd783f2e-b931-4d3e-ab71-60fa1431f598
Seth McGowan,RB,IND,24.0,,Active,0.0,13424,,,17deebdc-0ec2-4f3f-9584-d21b01743265
Marcus Johnson,WR,,28.0,,Active,7.0,3445,2971718.0,29678.0,fcfa9d4b-3e09-46ac-b4b6-77d70a5f304c
Josh Doctson,WR,,29.0,,Active,6.0,3178,2576019.0,29256.0,c80914e5-5b9b-4ed8-a993-bcdf5f77f5f6
Kyle Markway,TE,,25.0,,Active,2.0,7378,3924367.0,33044.0,3a337668-7978-4310-b17c-8e1279ba4a4d
Deven Thompkins,WR,BUF,26.0,,Active,4.0,8253,,,4c6f79d0-d3dd-11ec-8afa-57d9afd0ecba
Marshawn Lynch,RB,,35.0,,Injured Reserve,15.0,745,10456.0,8266.0,82bce0be-9a87-4b6d-a85b-623bf8d1674e
Malachi Carter,WR,,23.0,,Active,1.0,11526,,,468b3f40-fbfa-11ed-b3ef-4b1a763c6ea8
Nick Tiano,QB,,25.0,,Active,2.0,7465,,33167.0,4fd21bc7-8a83-4ea1-bd37-4f841e862822
Jalen Guyton,WR,,27.0,,Active,5.0,6421,3932430.0,32201.0,ae9495b2-4c62-4e14-8e43-beb53e1ae28a
Antony Auclair,TE,,29.0,,Active,5.0,4468,4081127.0,30468.0,d6647491-8a3c-4f9f-999c-823823bd478d
Dayton Wade,WR,BAL,25.0,,Active,2.0,11964,,,923bd7f0-06fe-11ef-b95c-81e74d9949b8
J.P. Holtz,TE,,30.0,,Active,7.0,3695,2970262.0,29666.0,8d3ac8d8-e18f-4485-acc6-55c79adcc2a8
Darece Roberson,WR,,23.0,,Active,1.0,7623,,,a275eaf0-f221-4243-9ae1-b91f6c7aa220
Irv Charles,WR,SEA,29.0,,Active,4.0,8861,,,f8578e10-d3bd-11ec-96a0-c3471a31202c
Phil Lutz,WR,,,,Active,1.0,13258,,,a839baf0-7c7c-11f0-9945-9f3e024339ea
Floyd Allen,WR,,25.0,,Active,3.0,6697,3920560.0,32610.0,648a7562-8b49-4c2f-8a09-0cc5433f5c8c
Paxton Lynch,QB,,27.0,,Inactive,6.0,3170,2977881.0,29260.0,19e253df-b121-43e4-a222-6df5fa8ad93f
Beau Sandland,TE,,28.0,,Active,6.0,3407,3039705.0,29486.0,ca87d5f8-64c5-4a80-b785-05765e445826
Jacob Harris,WR,,28.0,,Active,4.0,7703,,,bdbb1693-3509-494c-8308-ae26a415fc96
Marcus Martin,RB,,26.0,,Active,4.0,5558,4294229.0,31466.0,3f58b3d7-535e-4cd3-bd1b-603f9c36bc98
Tim Patrick,WR,NYJ,32.0,,Active,9.0,4351,3134353.0,30511.0,2a443351-5e63-4a49-819e-912b51a745f2
Joseph Ngata,WR,,24.0,,Active,2.0,11276,,,46a3a6d0-eb73-11ed-aecd-85bc826ed43e
Treveyon Pratt,WR,,24.0,,Active,1.0,12355,,,65b6a750-0c9e-11ef-b646-4d8bb98d6f86
Marquez Clark,WR,,33.0,,Active,10.0,2846,3893001.0,28818.0,3f4b85e5-1506-4dc8-95ff-ed70694b3492
Mekhi Mews,WR,,,,Active,0.0,13835,,,f8ee2430-42bb-11f1-b7a6-75b2b614ba7c
Josh Rosen,QB,,25.0,,Active,5.0,4863,3886377.0,30980.0,5c079a21-ae9e-4b38-a69a-47706fa8dd67
Nay'Quan Wright,RB,,,,Active,1.0,13250,,,2c5d01e0-757d-11f0-8b48-f938fdb9201e
Keilahn Harris,WR,,23.0,,Inactive,1.0,11190,,,eddb6ce0-e8f7-11ed-898a-05520dba8222
Eli Pancol,WR,IND,26.0,,Active,1.0,12909,,,2b89f6e0-249e-11f0-8ecb-33c8d222dbba
Luke Falk,QB,,27.0,,Active,4.0,5108,3052061.0,31169.0,b88e39e6-3247-4f85-9909-c18d373eaeee
Cole Payton,QB,PHI,23.0,,Active,0.0,13335,,,f6d960ab-1601-417a-8a35-39e3a75c29a5
Mik'Quan Deane,TE,,,,Active,3.0,6490,4246674.0,32337.0,0445dc8c-5b8a-4def-a548-0f36c08990ab
Carlos Henderson,WR,,27.0,,Active,5.0,4108,3040561.0,30195.0,7f42a2c7-0728-49f7-b8e2-d08b1a49b886
Jamison Crowder,WR,,31.0,,Active,10.0,2410,2576716.0,28493.0,8002dd5e-a75a-4d72-9a8c-0f4dbc80d459
Evan Hull,RB,HOU,25.0,,Active,3.0,9220,,,20d82a85-0128-499a-9330-2906af3cbb09
Tony Jones,RB,,27.0,,Active,5.0,6984,4046676.0,33114.0,83d4c4c3-3c40-49b1-8b86-25d256a0b5ad
Ben Sinnott,TE,WAS,24.0,,Active,2.0,11596,,,b5c717af-9116-483c-9ab3-c9db0a988ab8
Jack Doyle,TE,IND,31.0,,Active,9.0,1706,16504.0,27299.0,bd413539-9351-454e-9d61-4e8635d7e9f5
Derrick Henry,RB,BAL,32.0,,Active,10.0,3198,3043078.0,29279.0,87c481c7-7414-43cc-82df-19ca0c2ae22e
Michael Miller,TE,,33.0,,Active,9.0,3588,4010885.0,29606.0,dd705d42-aa9c-4a4d-8d47-21c88fc39f76
Nick Schuessler,QB,PIT,,,Active,1.0,4926,,30389.0,
Daniel Williams,WR,,26.0,,Active,5.0,4829,3060347.0,30938.0,2e67a3f9-b3e8-409b-a61f-adc76fb83115
Nick O'Leary,TE,,29.0,,Active,7.0,2495,2576804.0,28582.0,c257b2e6-dfc9-45c8-b30c-a497f2ce82a2
Cam Ward,QB,TEN,24.0,,Active,1.0,12522,,,3c76cab3-3df2-43dd-acaa-57e055bd32d0
Ke'Shawn Vaughn,RB,,28.0,,Active,5.0,6885,3917612.0,32746.0,4b0a90db-f007-4ac1-8542-b531342b9da5
Sean Ryan,WR,,25.0,,Active,1.0,11387,,,6878bdc0-f01b-11ed-beb1-27fdf5239b61
Trey Millard,RB,,30.0,,Active,8.0,2262,16901.0,27773.0,ed2ffa3b-b430-456b-9111-11514e90af7c
Seth Dawkins,WR,,23.0,,Inactive,2.0,7426,4035996.0,33282.0,db28848e-17d9-4855-a8c0-b66765f3d041
Jerome Ford,RB,WAS,26.0,,Active,4.0,8143,,,cdc61676-6592-43f9-a4a6-d29ce52ac8f4
D'Ernest Johnson,RB,,29.0,,Active,7.0,6694,3139602.0,32608.0,f46e812f-14c6-4af8-9316-01a880adebc5
Tai Felton,WR,MIN,23.0,,Active,1.0,12496,,,1eeea030-3313-4aab-b33c-9f836710354a
Cody Parkey,K,,29.0,,Active,8.0,1974,17082.0,27911.0,4b99ead5-0f79-4899-84a7-075c08890698
Matt McCrane,K,,30.0,,Active,6.0,5386,3052413.0,31310.0,bd49c4a4-1314-45e1-bff5-fc67ba41d1dd
Dez Stewart,WR,,28.0,,Inactive,6.0,3599,4002656.0,29592.0,81a17b2d-f331-4470-bbe5-f8af547df4b7
Louis Rees-Zammit,RB,,24.0,,Active,1.0,11652,,,b3de7680-ec94-11ee-bfee-6f9e2e387fed
Bruno Labelle,TE,,24.0,,Active,1.0,7734,,,1a486956-1aa5-495e-bf1c-8dadc74be7c4
David Marvin,K,,26.0,,Active,4.0,5247,3059104.0,31361.0,33c4aa3f-8f62-48c0-9ebf-d6ad73c6e4e3
Robbie Ouzts,RB,SEA,23.0,,Active,1.0,12656,,,fc472cd5-1a00-4bd9-ab41-6eb7e50f0d21
Devin Duvernay,WR,ARI,28.0,,Active,6.0,6847,4039050.0,32762.0,d93dbc83-e604-4823-a24e-d162cbd8d4d9
Jake Wieneke,WR,,27.0,,Active,4.0,5211,3049054.0,31242.0,947a517e-6a15-4704-af78-e09109f34a48
Tim Boyle,QB,,30.0,,Active,7.0,5257,3045169.0,31431.0,d897b70f-29d9-477e-a72a-c9bfbadb70d3
DeAndre Carter,WR,,32.0,,Active,11.0,2750,2580216.0,28947.0,9ae2584a-40c1-4b30-be34-a9567659eacd
Puka Nacua,WR,LAR,25.0,,Active,3.0,9493,,,111be44d-7bc2-4cad-934d-c9e946293b2f
Caden Davis,K,,24.0,,Active,1.0,13149,,,cf2bfe00-263e-11f0-884b-838304cf5cc4
Dan Villari,TE,LAR,24.0,,Active,0.0,13321,,,8acdbf20-42a6-11f1-b2eb-c9093a222ee6
Devin Carter,WR,,22.0,,Active,1.0,12019,,,cedf5a30-0710-11ef-9966-7da8f700d6c7
Drew Stevens,K,WAS,22.0,,Active,0.0,13968,,,4f268040-4b31-11f1-ab56-ddbbfa067d51
Andrei Iosivas,WR,CIN,26.0,,Active,3.0,10226,,,30c0df5e-bb77-4eee-8390-8fc13844e1c3
Robert Davis,WR,,26.0,,Active,5.0,4285,3042373.0,30322.0,d0879c68-6387-4edc-b55b-07e128546ae7
Kalil Pimpleton,WR,,24.0,,Active,1.0,8248,,,580225c0-d321-11ec-8b77-45b1765fd110
Shay Fields,WR,,25.0,,Active,4.0,5431,3122607.0,31399.0,1aa37430-1442-42b6-bb1f-f76f3817c7dc
Jeff Heuerman,TE,,29.0,,Active,7.0,2397,2576389.0,28480.0,1fe3aadd-336b-4838-888e-8c9609747afc
Dalton Sturm,QB,,26.0,,Active,4.0,5167,3124037.0,31279.0,d02e1954-cac4-481f-b88a-6153840471cc
Tre Watson,TE,KC,23.0,,Active,1.0,13116,,,47128e20-2621-11f0-b1a6-031de407737a
Trestan Ebner,RB,,24.0,,Active,1.0,8189,,,17533bb8-99e4-4cb7-bd9c-268b62efac48
Jonathan Williams,RB,,30.0,,Active,8.0,3312,2980077.0,29390.0,697200ea-cabb-40b8-aeac-e52763310306
JaMycal Hasty,RB,,29.0,,Active,6.0,6996,3928925.0,33199.0,c6c50d09-f14f-41c2-9eb3-87514f0121f6
Jaylon Moore,WR,,27.0,,Inactive,4.0,7191,3909416.0,33001.0,34cc08f0-53ee-4fc8-95a3-971e6620884c
Karan Higdon,RB,,25.0,,Inactive,3.0,5976,3929927.0,32508.0,677b17b7-a8c2-4f2b-ac73-fe086de32103
Antonio Gandy-Golden,TE,,24.0,,Active,2.0,6906,4029893.0,32812.0,7bb0744a-c93f-401b-9091-2a34072a40c2
